customer_id,name,email,state,business_type,signup_date,num_employees,annual_revenue
CUST_00500,"Armstrong, Herrera and Davidson",meyershannon@rich.net,CO,E-commerce,2025-01-01,1,1464454.49
CUST_00501,"Foster, Moss and Grant",leescott@ayala-mitchell.com,TX,Legal,2024-06-03,9,712977.97
CUST_00502,Phillips-Ellison,stevenlucas@sharp.com,IL,Legal,2024-12-19,20,1861389.89
CUST_00503,"Pace, Horton and Taylor",bmorris@chavez.com,CA,Freelance,2025-04-03,1,1844492.69
CUST_00504,Davis-Nguyen,jennifermartinez@mccarthy.com,TX,Legal,2025-01-06,7,2546064.87
CUST_00505,Mills Group,nicholasjames@barr.com,AZ,Construction,2026-01-11,2,4135291.02
CUST_00506,Melton and Sons,barneskyle@roberts-white.com,NC,Restaurant,2025-09-23,3,686883.78
CUST_00507,Smith LLC,ellismelissa@aguirre.com,GA,Healthcare,2024-08-10,2,3984741.28
CUST_00508,"Keller, Chavez and Ramos",sanchezamy@fuller.com,AZ,Healthcare,2025-02-15,2,3787077.6
CUST_00509,Brown LLC,thomasantonio@massey.com,NC,Legal,2024-10-29,4,2525385.62
CUST_00510,Butler and Sons,emilycarr@graves.info,CA,Consulting,2024-07-01,2,3582279.64
CUST_00511,"Riley, Huynh and Davis",marcus61@bridges-brown.info,CO,E-commerce,2026-02-11,5,787256.29
CUST_00512,Martinez LLC,alison83@clark.net,AZ,Consulting,2026-04-21,4,1673430.95
CUST_00513,Webb Ltd,ronald54@andrews.org,IL,Consulting,2025-09-15,3,1995125.21
CUST_00514,"Crawford, Daniel and Jimenez",nicolehall@krause-smith.com,WA,Healthcare,2025-09-18,2,2561209.18
CUST_00515,Garrett-Wilson,laurenduarte@williams-bailey.com,AZ,E-commerce,2025-06-27,2,3558262.04
CUST_00516,Davidson Ltd,jonathan14@hunter-nguyen.com,CO,Retail,2025-01-15,8,1873371.16
CUST_00517,Jennings LLC,nramsey@collier.com,TX,Legal,2025-11-02,6,2939325.6
CUST_00518,Nielsen-Mendoza,probles@olson.info,CA,E-commerce,2026-02-05,2,1364375.66
CUST_00519,"Huang, Ford and Olsen",conleykevin@gregory.org,NC,Freelance,2025-10-18,4,3620930.56
CUST_00520,"Rivera, Hendricks and Flynn",montesjuan@morgan.net,CO,Consulting,2025-08-23,8,2644950.05
CUST_00521,Duncan Group,brookehancock@thornton-edwards.com,NC,Legal,2025-12-08,1,781489.76
CUST_00522,Gutierrez-Crawford,nathangallegos@robinson-turner.com,FL,Retail,2025-11-07,6,2884222.84
CUST_00523,Glover-Strickland,wallaceangel@stein-moore.com,TX,Freelance,2025-11-22,2,143739.97
CUST_00524,Oconnor-Mills,douglas18@haney.biz,GA,Consulting,2025-01-26,7,2094152.54
CUST_00525,"Hancock, Wilson and Collins",mcdanielbrooke@cook.com,GA,E-commerce,2024-11-02,2,4370447.66
CUST_00526,"Miranda, Reese and Johnson",danielle35@lee.net,CA,Consulting,2025-12-20,1,2617481.9
CUST_00527,Mejia-Lambert,edward41@mullen.net,IL,E-commerce,2025-08-06,1,2651111.9
CUST_00528,Clark LLC,joseph49@jackson.org,NY,E-commerce,2025-01-26,4,4565014.6
CUST_00529,Fernandez-Williams,ruizemma@reyes.biz,AZ,Healthcare,2025-02-17,5,3395549.45
CUST_00530,White-Carlson,tjensen@roth-marquez.net,WA,E-commerce,2026-04-01,2,1001707.64
CUST_00531,Beltran Group,christopherlang@mcdonald.info,WA,Construction,2024-12-05,7,1163091.84
CUST_00532,Hall-Walker,roberta62@stark.com,WA,Freelance,2025-01-13,1,3466687.56
CUST_00533,Freeman-Jones,bellsteven@campbell.org,IL,E-commerce,2025-06-11,4,1776575.71
CUST_00534,"Anderson, Garcia and Roth",nguyendebra@patel-morales.biz,WA,Construction,2026-02-04,1,653276.82
CUST_00535,Oliver PLC,terrireyes@clark-benson.biz,AZ,Legal,2025-11-04,2,4484014.28
CUST_00536,Bradley-Peterson,gilbertcaldwell@galvan.org,IL,Consulting,2025-03-30,4,1487740.63
CUST_00537,"Ford, Peters and Short",kylesullivan@rodriguez.biz,TX,Healthcare,2025-01-06,2,4623847.68
CUST_00538,Snyder-Keller,robinsondominic@berger.com,WA,E-commerce,2025-10-19,3,1109234.7
CUST_00539,"Hernandez, Schmidt and Price",rgonzalez@evans-bauer.com,AZ,Construction,2026-03-01,10,4668468.47
CUST_00540,Robbins-Herman,aguilarcheryl@powell.com,WA,Consulting,2025-11-19,2,590671.58
CUST_00541,"Faulkner, Smith and Castro",daniel40@reynolds.biz,NC,Freelance,2025-12-24,8,1250167.29
CUST_00542,"Flores, Reyes and James",elainewells@peters.biz,AZ,Freelance,2025-10-29,1,3207825.64
CUST_00543,Roberts Ltd,dennisjones@thomas.biz,TX,Legal,2024-07-07,6,1684953.44
CUST_00544,Miller Ltd,ydalton@munoz.net,TX,Consulting,2025-05-29,14,75648.16
CUST_00545,Arnold-Cole,jeremiah69@lane.com,NY,Legal,2025-07-29,1,3281819.35
CUST_00546,"Shaw, Jenkins and Payne",arthur09@bush-wilson.info,CO,E-commerce,2026-04-11,2,3270166.52
CUST_00547,"Miller, Cross and Fox",steven18@davis.com,WA,Healthcare,2026-01-04,7,1462805.94
CUST_00548,"Schultz, Yates and Edwards",bergeramanda@harrison.info,TX,Freelance,2024-07-12,3,2699003.77
CUST_00549,"Gross, Fisher and Yu",keith09@torres.info,CA,Consulting,2025-12-10,6,2118530.66
CUST_00550,"Jackson, Williams and Mooney",mitchellchristopher@jones.org,NY,Retail,2026-03-09,2,4986000.43
CUST_00551,Hill-Scott,munozrenee@hernandez.com,CO,Consulting,2025-04-01,4,4686213.29
CUST_00552,"Young, White and Rose",cooperchristopher@larson.info,WA,Retail,2026-04-05,3,95872.48
CUST_00553,Townsend-Young,kbarber@lane.com,NC,Restaurant,2025-08-11,11,4645851.49
CUST_00554,"Baker, Weiss and Williams",tross@reese-goodwin.net,WA,E-commerce,2025-02-11,5,4946042.38
CUST_00555,James Ltd,jwells@berg.info,AZ,E-commerce,2025-07-23,5,4451836.82
CUST_00556,Gregory-Nixon,davisamanda@blanchard-reynolds.com,AZ,E-commerce,2024-09-08,3,1400543.55
CUST_00557,Nelson-Lang,destiny67@curry.com,TX,Healthcare,2026-02-14,3,854346.6
CUST_00558,"Rogers, Vaughn and White",chambersmarie@jenkins.com,WA,Consulting,2025-05-19,3,119716.77
CUST_00559,"Griffin, Robinson and Campbell",austinharvey@mays.com,WA,Freelance,2025-02-13,6,918699.82
CUST_00560,"Little, Erickson and Wilson",nicholasgallagher@knight.com,GA,Legal,2026-03-23,3,2600639.26
CUST_00561,Phillips-Guerrero,fowlersandra@hammond-schwartz.com,GA,Restaurant,2024-08-03,5,964666.95
CUST_00562,Martin-Jones,reyesmarvin@scott.com,CO,Healthcare,2024-09-13,23,4682335.67
CUST_00563,Jones-Krause,chelseywhite@rodriguez-fernandez.biz,WA,Legal,2024-06-02,8,1215830.2
CUST_00564,Mendez Inc,gbaldwin@jones.com,WA,Healthcare,2026-01-03,3,1544631.91
CUST_00565,Smith-Jimenez,fitzpatrickelizabeth@hernandez-rivera.biz,NC,Retail,2025-12-10,11,1344688.1
CUST_00566,"Smith, Zimmerman and Wise",ugraham@fernandez.biz,FL,Retail,2025-03-02,3,3355541.27
CUST_00567,"Meyers, Olson and Bradley",mathew46@chen.com,WA,Consulting,2025-05-24,1,2056812.23
CUST_00568,Nichols-Woodward,randallkathleen@holland-thompson.com,WA,Restaurant,2025-06-22,2,3211621.06
CUST_00569,Guerrero-Evans,omosley@howard.com,IL,Freelance,2025-01-11,1,1134686.57
CUST_00570,Johnson Inc,tracybrown@schneider.info,CO,Consulting,2024-09-08,3,2302144.43
CUST_00571,Johnson Inc,kristin06@lewis.net,IL,Legal,2025-09-10,4,3524606.6
CUST_00572,Bentley-Berg,joycehall@johnson.info,AZ,Freelance,2025-05-28,17,3821205.12
CUST_00573,"Smith, Meadows and Montgomery",jacquelineanderson@chen.com,NC,Restaurant,2025-11-07,5,2651257.95
CUST_00574,Carr-Conley,meyersdaniel@larson-gilbert.com,IL,Restaurant,2025-07-11,3,4590361.3
CUST_00575,Simmons Ltd,rnguyen@gardner.com,CA,Freelance,2024-08-22,8,2884873.29
CUST_00576,Watkins LLC,martinezdonald@jackson-wood.com,NY,Healthcare,2024-09-21,1,4279705.74
CUST_00577,Sanchez-Perkins,craigboone@bennett.com,TX,Freelance,2025-05-05,5,3598743.93
CUST_00578,Smith Inc,robert72@thomas.net,TX,E-commerce,2025-06-11,8,4053025.81
CUST_00579,Jenkins-Hurley,carlsonjennifer@clements.com,NY,Legal,2025-05-14,1,2311152.45
CUST_00580,Smith-Young,downstiffany@cox.com,AZ,E-commerce,2024-07-11,11,3380200.18
CUST_00581,Townsend-Hopkins,brian12@anthony.com,CA,Legal,2025-01-22,5,1309563.23
CUST_00582,"Livingston, Brown and Diaz",ryancook@williams-yang.net,FL,Restaurant,2024-05-30,3,274184.52
CUST_00583,Moore Inc,erobertson@griffith.org,TX,Retail,2025-02-19,7,4676184.85
CUST_00584,Barnes-Burgess,jerry15@garcia.biz,CO,Retail,2024-07-20,27,1471099.0
CUST_00585,Bennett and Sons,ruiztodd@thomas-reilly.info,NY,Legal,2024-10-14,5,1903581.56
CUST_00586,Hughes and Sons,ocortez@cantrell-harris.com,GA,E-commerce,2026-04-20,5,4354620.41
CUST_00587,Schwartz Inc,derek77@jackson-cooper.com,GA,Restaurant,2025-03-16,3,3429515.25
CUST_00588,"Moore, Norton and Cisneros",belindatran@miller.info,AZ,Consulting,2025-10-23,2,3284993.79
CUST_00589,Vargas Group,alexis63@murphy.com,TX,Consulting,2025-02-21,8,4964591.54
CUST_00590,"Shah, Mcintyre and Villanueva",cbaird@quinn-gordon.biz,AZ,Consulting,2025-03-29,2,3652897.8
CUST_00591,"Foster, Pacheco and Horton",chavezjohn@mullins.com,CA,Retail,2024-11-16,4,4893528.88
CUST_00592,Howard and Sons,smithelizabeth@warner.org,AZ,Legal,2025-05-22,3,2683071.36
CUST_00593,Bray Group,morgansullivan@sims-padilla.com,FL,Freelance,2026-02-26,6,2330095.13
CUST_00594,"Jones, Barry and Cook",phillipskaren@shah.com,WA,Freelance,2024-09-25,5,4690181.29
CUST_00595,"Gilmore, Fitzgerald and Brown",pamela16@marshall-williams.com,TX,Retail,2025-12-11,10,4056917.01
CUST_00596,Wong Ltd,castrokim@zavala.net,NC,Retail,2025-04-18,2,1241298.16
CUST_00597,Banks Ltd,karenhodges@gomez-adams.biz,TX,Retail,2024-07-18,3,2259883.28
CUST_00598,Brown-Watson,htucker@harrison.net,CA,Freelance,2025-10-31,2,3715678.34
CUST_00599,Hayes-Richardson,lopeznicole@miller.com,CO,Freelance,2025-04-05,3,2721811.05
CUST_00600,Rodriguez LLC,terrytyler@meyer.com,CA,Consulting,2026-01-03,6,2544284.45
CUST_00601,Butler-Fleming,thomasfisher@newman.com,FL,Healthcare,2025-01-07,8,2908500.33
CUST_00602,"Newman, Jenkins and Cooper",todd88@ellis-bradley.com,IL,Freelance,2026-01-17,2,1543733.95
CUST_00603,Mccormick and Sons,swatson@hernandez.info,AZ,Freelance,2024-09-15,8,2097123.02
CUST_00604,Montgomery and Sons,ian22@young.com,CA,Consulting,2024-12-27,13,3148666.03
CUST_00605,"Martinez, Green and Lopez",wadetiffany@watson.com,AZ,E-commerce,2025-04-24,6,282076.28
CUST_00606,"Turner, Knapp and Sullivan",dmack@moore-cordova.net,GA,Healthcare,2025-02-19,20,3496726.62
CUST_00607,"Rivera, Thornton and Wells",tara92@chandler.com,NY,Construction,2025-04-09,2,1913477.93
CUST_00608,"Mendoza, Williams and Gregory",parkerrichard@griffin.com,AZ,E-commerce,2026-01-03,1,1242792.54
CUST_00609,Franklin and Sons,kimberlywang@johnson.info,WA,Consulting,2024-11-18,1,4038591.99
CUST_00610,"Powers, Miller and Hunt",tracymorrison@harding.com,AZ,Legal,2024-07-11,14,4840541.63
CUST_00611,"Nash, Wood and Watson",michael47@miller.biz,AZ,Consulting,2025-08-03,7,1972674.29
CUST_00612,Roberts-Shaffer,achandler@houston.com,FL,Healthcare,2024-12-11,4,3251193.97
CUST_00613,Clark Group,carl96@smith.com,IL,Restaurant,2025-05-12,5,2701395.9
CUST_00614,Thompson-Murray,jamescollier@spencer-williams.com,FL,Retail,2026-03-02,1,1378884.86
CUST_00615,"Torres, Hansen and Ford",moodyeric@blanchard-flowers.info,NC,Retail,2025-11-01,31,4374421.27
CUST_00616,Valdez LLC,swhite@sanchez.com,NC,Freelance,2024-10-20,4,2423001.32
CUST_00617,"Reese, Perkins and Cunningham",courtney71@hunt-johnston.com,IL,Construction,2026-04-03,4,4787247.81
CUST_00618,Perkins and Sons,steven25@brown.biz,FL,Freelance,2024-06-08,8,4812283.9
CUST_00619,"Barr, Kelly and Roberts",palmerkatie@duran.com,CO,Freelance,2024-08-26,6,3493350.11
CUST_00620,"Morris, Stewart and Kirk",joseph51@carpenter.net,FL,Legal,2025-11-25,5,4579875.97
CUST_00621,Watson-Washington,samantha21@moore.com,IL,Construction,2025-07-30,2,1934275.63
CUST_00622,"Austin, Guerra and Fox",butlersabrina@fuentes.info,IL,Construction,2025-07-16,6,1344730.06
CUST_00623,Collins-Cox,mpreston@gallagher.com,CO,E-commerce,2025-06-30,20,538110.75
CUST_00624,"Olsen, Walker and Vincent",haileyparker@anderson.biz,CO,Healthcare,2025-12-09,13,4575935.97
CUST_00625,"Hines, Rodriguez and Smith",ctodd@rodriguez.net,IL,Legal,2025-03-11,16,276291.47
CUST_00626,"Brown, Wilson and King",turneralex@patton.com,FL,Consulting,2026-03-29,2,130288.51
CUST_00627,"Santana, Lopez and Bell",thomasjulie@rush-bailey.com,NC,Legal,2025-07-31,2,1511201.82
CUST_00628,"Norman, Austin and Wagner",garciabelinda@rice.com,IL,Freelance,2024-10-27,4,1930206.88
CUST_00629,Jackson-Webster,beltrancorey@knapp.info,FL,E-commerce,2026-03-05,4,2775680.54
CUST_00630,Wolfe-Lopez,whitemichael@coleman-palmer.biz,IL,Construction,2025-11-10,10,3828635.1
CUST_00631,Juarez LLC,owensapril@farmer-bush.net,CO,E-commerce,2025-06-11,1,882756.55
CUST_00632,"Williams, Murphy and Wilson",stephen47@spencer.biz,IL,Consulting,2026-02-04,15,742794.72
CUST_00633,Gates Group,harry71@kim-barrett.com,CO,Consulting,2025-07-26,3,4588651.98
CUST_00634,Thomas Group,figueroapatricia@brown.com,CA,Retail,2025-07-22,3,4203389.04
CUST_00635,Larson Group,hallroger@ramirez-reeves.org,CA,Retail,2024-07-24,1,2091341.5
CUST_00636,"Nelson, Clarke and Schneider",qkelly@clements.com,FL,Restaurant,2026-03-13,1,3550489.34
CUST_00637,Rodriguez-King,ihall@garcia.com,FL,E-commerce,2024-06-03,8,1897343.43
CUST_00638,Gregory-Stanton,ujacobs@turner.com,NC,E-commerce,2025-09-19,4,3313457.49
CUST_00639,Guerrero PLC,msparks@bates-henry.com,CA,Legal,2024-06-08,1,108662.29
CUST_00640,"Cooper, Heath and Payne",ewingnicole@reyes.biz,WA,Construction,2025-07-12,1,134855.86
CUST_00641,Stevens-Johnson,nicole27@taylor-baldwin.info,GA,Consulting,2026-02-18,3,579731.32
CUST_00642,Carroll Group,kalvarez@brown.biz,AZ,Consulting,2024-08-10,17,1242795.72
CUST_00643,"Rhodes, Miranda and Mitchell",johnsonbrandon@bailey-harmon.com,AZ,Construction,2025-09-21,3,4085311.23
CUST_00644,"Peterson, Davis and Reed",robert03@young.org,GA,Restaurant,2024-12-21,1,1896605.34
CUST_00645,Lozano Inc,danny20@nguyen.org,CO,Freelance,2025-04-08,3,4951653.51
CUST_00646,"Valenzuela, Adams and Dominguez",odomnicholas@morris-davis.info,WA,Restaurant,2024-11-19,3,3285991.81
CUST_00647,Vazquez and Sons,tyler52@evans.com,CA,Restaurant,2026-03-25,1,2056127.58
CUST_00648,"Lewis, Baker and Evans",nballard@rubio.org,AZ,E-commerce,2025-03-16,4,327768.95
CUST_00649,Nelson-Knight,wsimmons@pearson.net,NY,Restaurant,2024-06-04,3,2524299.05
CUST_00650,Reynolds-Fernandez,robertking@chavez.com,IL,Restaurant,2025-04-29,7,4479216.5
CUST_00651,"Warner, Huffman and Ray",donnaholloway@adams-little.org,FL,Freelance,2024-06-29,19,4511301.15
CUST_00652,Michael-Barber,boydmichael@allen.com,NC,E-commerce,2025-11-16,11,1391920.51
CUST_00653,Jenkins-Dalton,waltersmeghan@colon-lucas.com,WA,Retail,2024-07-24,3,937804.79
CUST_00654,"Burke, Sullivan and Wilson",anthonyrobles@marshall-castro.biz,IL,Retail,2026-03-19,1,4809272.49
CUST_00655,Lucas-Johnson,josephjohnson@hopkins-thompson.com,NY,Legal,2025-08-26,35,4647930.95
CUST_00656,"Tucker, Smith and Heath",edwardskenneth@lester.com,NY,Freelance,2025-01-15,4,2855144.8
CUST_00657,"Sandoval, Davis and Hahn",joelduncan@fitzpatrick.net,GA,Healthcare,2026-03-18,4,1950038.76
CUST_00658,Crawford-Davis,mejialawrence@mclaughlin.biz,NY,Restaurant,2025-12-23,4,2528924.62
CUST_00659,Thomas and Sons,taragonzales@roy-brown.net,CA,Restaurant,2025-02-20,5,2213586.85
CUST_00660,Lyons-Rodriguez,pwells@suarez-giles.com,TX,Healthcare,2026-03-10,3,3045585.28
CUST_00661,Baldwin-Underwood,brewerrebecca@skinner.com,NC,Legal,2025-09-16,2,4846156.61
CUST_00662,"Lowery, Powers and King",sparker@leach-jennings.net,CA,Construction,2025-02-05,2,3928563.29
CUST_00663,Mathews Group,browningphillip@turner-mayer.com,CO,Freelance,2025-05-12,4,1811265.43
CUST_00664,Clark-Zamora,zwelch@sullivan.info,GA,Consulting,2025-03-15,2,3414489.55
CUST_00665,Mclaughlin-House,jennifer12@green.net,GA,Restaurant,2025-10-22,2,3872228.65
CUST_00666,"Murphy, Neal and Gill",crystalgibbs@smith.com,FL,Restaurant,2025-01-12,4,456088.15
CUST_00667,Johnston-Rodriguez,zacharybooker@hines.com,GA,Consulting,2024-09-24,3,3711293.68
CUST_00668,Mendoza-Moss,glenn95@gonzalez-perry.com,IL,Restaurant,2025-01-28,14,503026.12
CUST_00669,Walter-Duffy,andrewjohnson@holland.info,CO,Healthcare,2025-01-22,1,3818665.13
CUST_00670,Green and Sons,moralesroy@hernandez-rubio.com,NY,Restaurant,2024-08-15,10,977589.33
CUST_00671,"Wilson, Higgins and Graham",fwilcox@walker.com,AZ,Legal,2025-05-11,12,561299.99
CUST_00672,Roberts-Snyder,ryanclark@carney.com,IL,Restaurant,2024-08-05,1,3004776.55
CUST_00673,White-Sparks,robertsjose@hayes.info,IL,Legal,2026-01-26,3,111086.04
CUST_00674,Smith and Sons,terri63@reyes.com,GA,Restaurant,2025-04-14,3,3637977.03
CUST_00675,Hawkins Inc,sarah75@crosby.com,FL,Consulting,2025-08-05,1,3442314.16
CUST_00676,King PLC,zturner@wood.org,NY,Construction,2024-10-06,2,1540599.76
CUST_00677,Green PLC,dconrad@davis.net,NY,Restaurant,2025-06-14,1,877676.63
CUST_00678,Thomas-Wilson,goodvictor@adkins-howe.com,GA,Construction,2024-12-28,18,2446945.0
CUST_00679,Austin-Juarez,zachary62@doyle-henry.com,IL,Construction,2024-07-26,9,4723900.36
CUST_00680,"Farrell, Sandoval and Yates",lopezbrian@johnson.com,CO,Freelance,2025-12-08,12,2316415.08
CUST_00681,"Mcdonald, Wilson and Woodard",wwilliams@hoffman.com,WA,Retail,2024-09-09,7,4746676.14
CUST_00682,Bailey and Sons,henry28@elliott-alvarado.com,NC,Legal,2025-02-09,1,4030178.49
CUST_00683,"Bolton, Smith and Wang",robertjones@rhodes-clay.com,CO,Healthcare,2025-02-07,2,2181550.29
CUST_00684,Maldonado-Becker,gbrooks@hernandez-miller.info,NC,Consulting,2026-02-26,6,1537154.66
CUST_00685,Fuller-Adams,riverabradley@tapia.org,FL,E-commerce,2025-09-08,1,1605207.24
CUST_00686,Lewis Inc,marcus01@crane.com,IL,Construction,2025-04-02,7,3687628.11
CUST_00687,Hanna Group,smithjared@chan-mitchell.com,CO,Freelance,2025-10-01,3,1663136.88
CUST_00688,Evans Group,rebecca92@wade-collier.net,GA,Healthcare,2024-12-31,3,613744.73
CUST_00689,Burns Group,madams@davis-henderson.com,FL,Consulting,2025-08-08,7,3424477.53
CUST_00690,"Lopez, Mccoy and Davis",teresa32@rose-holland.com,CA,E-commerce,2025-07-28,6,4717725.83
CUST_00691,Mcdonald-Miller,ievans@leach.com,CO,Construction,2024-11-06,3,4164844.95
CUST_00692,"Williams, Jones and Williams",dixonrobert@guerrero-carroll.com,GA,E-commerce,2024-07-20,11,738936.66
CUST_00693,Scott-Miller,wilsondorothy@hartman.com,FL,Construction,2025-01-17,1,3310381.69
CUST_00694,Butler Ltd,lee77@morton.com,GA,Legal,2025-12-04,7,416127.42
CUST_00695,Lopez Ltd,monica16@smith.info,CO,Legal,2025-09-04,7,2695118.64
CUST_00696,Holt-Melton,nturner@vazquez-mccarty.biz,GA,Retail,2026-04-03,3,3964068.54
CUST_00697,Miller-Taylor,danielsmith@trevino.info,AZ,Restaurant,2025-03-02,5,591378.65
CUST_00698,"Thomas, Allen and Wilkinson",christophercarrillo@wells.com,IL,Consulting,2024-12-06,1,3252649.25
CUST_00699,Barrera Ltd,emaynard@heath.com,NC,Legal,2024-07-01,9,4835715.11
CUST_00700,Phillips Group,cookcurtis@reynolds.org,GA,Restaurant,2025-02-09,3,102211.48
CUST_00701,"Simon, Duarte and Johnson",ltucker@carr.info,FL,Freelance,2024-12-14,2,2256603.83
CUST_00702,Klein PLC,hendersonleslie@adams.biz,CO,Consulting,2025-03-27,10,1757588.57
CUST_00703,Wilson-Dean,shane60@roberts.info,CO,Restaurant,2024-06-15,2,1512389.49
CUST_00704,Kim-Romero,sandra72@sharp-myers.biz,TX,Consulting,2024-08-02,1,1774226.83
CUST_00705,"Delgado, Ward and Kennedy",christycampbell@miller.com,CO,Freelance,2025-02-18,1,2629518.41
CUST_00706,"Vasquez, Leon and Hahn",ntorres@williams.com,CO,Restaurant,2025-02-22,7,2218921.39
CUST_00707,"Moore, Clayton and Kline",romanmatthew@williamson.net,CO,Healthcare,2025-11-19,1,382512.98
CUST_00708,Tucker LLC,kayla84@castaneda.org,TX,Retail,2024-07-01,18,4253441.04
CUST_00709,"Garcia, Williams and Shah",westes@villegas.org,TX,Consulting,2025-10-12,1,4653116.11
CUST_00710,Colon Inc,jacksondavid@bartlett.com,FL,Consulting,2025-12-23,17,2781955.93
CUST_00711,"Alexander, Hunter and Oconnor",mooremichael@martinez.info,AZ,Legal,2025-02-08,5,4794389.98
CUST_00712,Hammond-Smith,gpeterson@miller.biz,GA,Consulting,2024-11-23,4,972615.28
CUST_00713,Soto-Sanchez,icobb@gutierrez-ortiz.info,GA,Legal,2025-10-20,2,194501.76
CUST_00714,"Norton, Cox and Johnson",kaylarobbins@acevedo.com,FL,E-commerce,2025-09-16,6,2981405.63
CUST_00715,Brown-Malone,rachelbrown@whitney.com,CA,Freelance,2025-03-25,4,1068633.17
CUST_00716,Morales-Becker,jennifer55@wilcox.org,TX,Restaurant,2026-01-02,10,4007536.67
CUST_00717,Graves Group,paigeweber@pearson.biz,NY,Healthcare,2025-07-18,4,1663625.31
CUST_00718,Ibarra Inc,medinapeter@singh.com,TX,Construction,2025-05-18,5,3369972.07
CUST_00719,Davis PLC,adrienne20@zamora.org,AZ,Healthcare,2025-06-11,3,3005005.6
CUST_00720,Allen-Schroeder,hbenitez@brown.com,GA,Restaurant,2025-09-14,4,1772226.96
CUST_00721,Williams Ltd,westashley@chavez.org,CO,Consulting,2026-03-15,5,4078004.36
CUST_00722,"Espinoza, Pineda and Wade",michaelmitchell@armstrong.com,WA,Restaurant,2025-11-27,1,3376944.9
CUST_00723,Murphy PLC,mackenzieward@thomas.biz,TX,Freelance,2025-01-25,1,1561631.01
CUST_00724,Davis Group,thomasgriffin@rhodes-powell.net,IL,Consulting,2024-10-16,8,2578583.1
CUST_00725,"Maxwell, Wiggins and Silva",sbarajas@dennis-butler.com,NC,Consulting,2025-04-17,5,2895289.92
CUST_00726,Wagner Group,tanderson@boyer.info,NY,E-commerce,2025-04-21,3,3195733.13
CUST_00727,Francis PLC,sandra19@rodriguez-wood.com,NY,Consulting,2025-11-17,4,2473728.03
CUST_00728,Mills Inc,kevin54@tucker-moody.com,NY,Healthcare,2024-09-13,5,4217826.81
CUST_00729,"Fisher, Zuniga and Torres",jason70@kelley.com,CA,Healthcare,2025-09-20,2,4761617.65
CUST_00730,Olson-Collins,ymccullough@alvarez-cortez.org,NY,Freelance,2025-06-08,2,4085318.91
CUST_00731,Gill PLC,qgill@hernandez-luna.com,AZ,E-commerce,2025-08-06,5,2075215.02
CUST_00732,"Beck, Ortiz and Hall",cmorgan@wu.com,GA,E-commerce,2025-06-13,2,2469062.58
CUST_00733,"Johnson, Mccoy and Ingram",ann18@lee.net,NC,Retail,2024-07-30,6,3989610.4
CUST_00734,"Todd, Bernard and Boyd",bshaw@barrett.com,WA,Retail,2024-11-14,1,1410521.95
CUST_00735,Hill and Sons,mariacombs@wallace.biz,WA,Consulting,2025-07-19,10,3914663.98
CUST_00736,"Williams, Atkins and Johnson",bwhite@stewart.com,CO,Restaurant,2025-08-10,6,2884934.57
CUST_00737,"Jackson, Thomas and Scott",moorestephanie@jackson.com,AZ,Healthcare,2024-12-21,5,2733114.73
CUST_00738,"Brown, Price and Flores",qorozco@david-lam.com,CA,E-commerce,2026-01-05,9,2754448.71
CUST_00739,Allen PLC,trevorgoodwin@avery-adams.com,TX,Freelance,2025-04-22,16,1523659.23
CUST_00740,Tran-Jones,russelljesus@adams.com,CO,Construction,2024-06-21,10,1775456.04
CUST_00741,Hines Ltd,kevinrussell@mathis.com,TX,E-commerce,2026-02-21,1,4333187.83
CUST_00742,Brooks and Sons,amandahenderson@hayes.org,FL,Freelance,2024-08-26,1,4062978.45
CUST_00743,Delgado-Jackson,mahoneytimothy@king.com,IL,Legal,2025-08-27,2,871609.01
CUST_00744,"Pittman, Campbell and Martin",turnerrandall@rivas.net,FL,Freelance,2024-09-12,4,4036930.44
CUST_00745,Johns-Clark,nicole54@chavez.com,IL,Construction,2025-08-13,6,3004445.55
CUST_00746,Stevens PLC,allen20@alvarez.biz,IL,Construction,2024-10-05,2,1482199.56
CUST_00747,"Woodard, Warner and Farmer",cobbdebra@ryan.info,AZ,Restaurant,2024-12-21,5,721165.09
CUST_00748,"Martinez, Stanton and Bennett",paul01@wood-lee.com,GA,Retail,2025-12-31,2,4962806.82
CUST_00749,Paul LLC,james94@walker.com,NY,Consulting,2026-04-01,2,1285902.35
CUST_00750,Vasquez-Padilla,adrianjoyce@foster.info,IL,Freelance,2025-12-01,1,3819294.26
CUST_00751,Arnold Ltd,cameronanderson@anderson.com,GA,E-commerce,2025-11-03,2,753749.58
CUST_00752,"Daniel, Hill and Abbott",braunheather@mendez.com,WA,Legal,2025-09-30,1,1907103.02
CUST_00753,Davidson-Hahn,nashmarcus@hill-frazier.info,TX,Legal,2024-07-25,2,2602286.69
CUST_00754,Ward-Blake,brandonhull@cole.com,IL,E-commerce,2024-12-29,10,4753757.69
CUST_00755,"Aguirre, Mooney and Perez",prosario@martin.com,NC,Retail,2025-02-05,2,4351093.43
CUST_00756,"Garrett, Johnson and Reynolds",watkinsconnie@pittman-wright.info,TX,E-commerce,2026-03-16,36,3192460.7
CUST_00757,Benjamin Inc,april31@harvey.org,IL,Restaurant,2025-11-20,6,3988605.74
CUST_00758,Miller Inc,bennettpamela@brown.info,FL,Legal,2025-04-01,5,4132995.86
CUST_00759,Turner Ltd,rjones@hansen.biz,WA,Healthcare,2025-06-15,2,4150300.9
